Pharmacy Name	Type	Phone	Address	Area/LGA	Verification Status	Live-Verified
Bjon & Tjon Pharmacy	Retail	0818 873 3508	Shop 23 POWA Shopping Complex, Sabo, Ikorodu	Ikorodu	Verified	Verified from published directory
Charisland Pharmacy	Retail	0802 851 6843	47 Ijede Road, Omitoro, Ijede, Ikorodu	Ikorodu	Verified	Verified from published directory
Constanstar Pharmacy	Retail	0706 443 7405	1 Rabaka Street, Owode, Ikorodu	Ikorodu	Verified	Verified from published directory
De-Lawrex Pharmacy	Retail	0807 875 2897	50 Obafemi Awolowo Way, Igbogbo, Ikorodu	Ikorodu	Verified	Verified from published directory
Delkem Pharmacy	Retail	0803 935 9078	1 Oduyero Street, Odonguyan, Ikorodu	Ikorodu	Verified	Verified from published directory
Drugsporte Pharmacy	Retail	0703 943 9403	1 Alegha Street, Off Owode Ibeshe Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Drugstore.ng	Online/Retail	0907 977 2482	4/6 Ikorodu-Epe Rd, opposite Sabo Market, Ikorodu	Ikorodu	Verified	Verified from published directory
Drugstore.ng Ikorodu	Online/Retail	0907 977 2482	4/6 Ikorodu-Epe Road, opposite Sabo Market, Ikorodu	Ikorodu	Verified	Verified from published directory
Ejide Pharmacy	Retail	0802 306 3705	1 Obafemi Taiwo, Off Igbogbo Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Empathy Pharmacy	Retail	0806 453 7095	Agura-Gberigbe, Ikorodu	Ikorodu	Verified	Verified from published directory
Fizanac Pharmacy	Retail	0812 901 8448	86 Bayeku Road, Igbogbo, Ikorodu	Ikorodu	Verified	Verified from published directory
Giottos Pharmacy (Agric)	Retail	0806 904 5133	155 Lagos Road, Agric Bus stop, Ikorodu	Ikorodu	Verified	Verified from published directory
Giottos Pharmacy (Irawo)	Retail	0808 939 8861	Shop 1-3 Success Plaza, Irawo, Ikorodu	Ikorodu	Verified	Verified from published directory
Good Care Pharmacy	Retail	0806 080 0062	111 Ishawo Road, Agric Bus stop, Ikorodu	Ikorodu	Verified	Verified from published directory
Govatec Pharmacy	Retail	Not listed	Isawo Road, RSA Bus Stop, Abule Cole, Agric, Owutu, Ikorodu	Ikorodu	Needs phone verification	
Goxatek Pharmacy	Retail	0708 463 7410	16 Gberighe Road, Off Ijede Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Hugies Pharmacy Ltd	Retail	0815 391 1538	39 Bola Tinubu Road, Igbogbo, Ikorodu	Ikorodu	Verified	Verified from published directory
Iosba Pharmacy	Retail	0909 826 5715	26 Odegate Street, Ikorodu	Ikorodu	Verified	Verified from published directory
J & S Gold Pharmacy	Retail	Not listed	21 Shagamu Road, Ikorodu / 6 Isele Street, Ikorodu	Ikorodu	Needs phone verification	
J-Goal Pharmacy	Retail	Not listed	23 Ayodele Ayeni Street, Eyita, Ikorodu	Ikorodu	Needs phone verification	
Ladamos Pharmacy (Ikorodu)	Retail	0802 319 0162	38 Ladega Street, Ikorodu	Ikorodu	Verified	Verified from published directory
Lifegate Pharmacy	Retail	0803 389 2682	10 Etunrennen Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Lugz Pharmacy	Retail	0809 395 5360 / 0806 312 1270	58 Lagos Road, Opp. UBA, Ikorodu	Ikorodu	Verified	Verified from published directory
Makinga Pharmacy (Ikorodu)	Retail	0803 628 0477 / 0706 704 6404	4 Alhaja Alagogo Street, Ikorodu	Ikorodu	Verified	Verified from published directory
Mapic Pharmacy	Retail	0805 601 8800	73 Ireshe Street	Ikorodu	Phone on record	
Marson Pharmacy	Retail	0802 971 7376	9 Ishawo Road, Agric Bus stop, Ikorodu	Ikorodu	Verified	Verified from published directory
Med Arena Pharmacy	Retail	0802 118 0855	Agbede, Ikorodu	Ikorodu	Verified	Verified from published directory
Paupix Pharmacy	Retail	Not listed	16 Alison Street, Ojubode Bus stop, Ikorodu	Ikorodu	Needs phone verification	
Prinogold Pharmacy	Retail	0809 680 1464	1 Adeola Street, Off Fela Ahmed, Agric Bus stop, Ikorodu	Ikorodu	Verified	Verified from published directory
Setz Pharmacy (Ikorodu)	Retail	0909 826 5715	139 Ijede Road, Off St. Raphael Catholic Hospital, Ikorodu	Ikorodu	Verified	Verified from published directory
Steady Care Pharmacy	Retail	0803 328 8827	Tipper Garage, Offin/Oreta Road, Igbogbo, Ikorodu	Ikorodu	Verified	Verified from published directory
Sybarmedics Pharmacy	Retail	Not listed	Agbede Olorogbo Junction, Off Isawo Road, Agric, Ikorodu	Ikorodu	Needs phone verification	
T & K Pharmacy	Retail	0803 378 7143	Agbaje Bus Stop, Enwuen Road, Ikorodu	Ikorodu	Verified	Verified from published directory
T.T. Robinson Pharmacy	Retail	0806 080 0062	79 Odonla Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Telson Pharmacy	Retail	0806 904 5133	159 Ishawo Road, Agric Bus stop, Ikorodu	Ikorodu	Verified	Verified from published directory
Urocheck Pharmacy	Retail	0813 021 0092	TJ Bus stop, Agbede, Ikorodu	Ikorodu	Verified	Verified from published directory
Wecare Pharmacy	Retail	0814 891 2955	Prince of Peace Shopping Plaza, 300 Ikorodu-Shagamu Road, Ikorodu	Ikorodu	Verified	Verified from published directory
Winlot Pharmacy	Retail	0804 004 6182	Ijede Road, Eleshin, Ikorodu	Ikorodu	Verified	Verified from published directory
ExC Pharmacy Ikota, Lekki	Retail	+234 707 838 9227	6B Francis Ojei Street, Chevron Alternative Road	Ikota	Phone on record	
Medplus Pharmacy - Ikota	Chain Retail	0905 388 7571	Lekki-Epe Expressway, opposite Mega Chicken	Ikota	Verified	Verified - Phone found
Health Maps Pharmacy	Retail	Not listed	1 Adekunjo Street, opposite Synagogue Church, Ikotun	Ikotun	Needs phone verification	
Jaybee Pharmacy	Retail	Not listed	65 Idimu Road, College Bus stop, Ikotun	Ikotun	Needs phone verification	
PeaceWay Pharmacy	Retail	0808 567 5123	3 Igando Road, Ikotun	Ikotun	Verified	Verified from published directory
Prinsa Healthcare	Retail	Not listed	6 Ayeni Street, Off Layi Haruna Street, Governor's Road, Ikotun	Ikotun	Needs phone verification	
Riyi Pharmacy	Retail	Not listed	35 El-Bethel Church Street, Lawal Bus stop, Governor's Road, Ikotun	Ikotun	Needs phone verification	
Afripharm Multiscience Co. Ltd	Retail	Not listed	15 Kingsway Road, Ikoyi	Ikoyi	Needs phone verification	
Carlisle Pharm. & Chem. Co. Ltd	Retail	Not listed	19 Ribadu Road, South West, Ikoyi	Ikoyi	Needs phone verification	
Chemart Pharmacy	Retail Pharmacy	0818 205 9355	2 Olawale Dawodu Street (Former Webb Road)	Ikoyi	Phone on record	
Chemart Pharmacy - Ikoyi	Retail	0818 205 9355	7/12 Rumens Road, Off Alfred Rewane Road, Ikoyi	Ikoyi	Verified	Verified - Phone & address updated
Chyzob Pharmacy Limited	Retail Pharmacy	0802 835 6250, 0813 104 8008, 0817 000 1325	168 Awoniyi Road	Ikoyi	Phone on record	
Commark Pharm. Ventures Ltd	Retail	Not listed	Shop 60, LSDPC, Corporation Drive, Ikoyi	Ikoyi	Needs phone verification	
Curemed Pharmacy Ltd	Retail	Not listed	31 Keffi Street, By Norman William Street, S/W Ikoyi	Ikoyi	Needs phone verification	
Danisam Pharm. Ltd	Retail	Not listed	11 Nojeem Maiyegun Road, Obalende, Ikoyi	Ikoyi	Needs phone verification	
Elbe Pharm. Nig. Ltd	Retail	Not listed	4 Akanbi Danmola Street, Ikoyi	Ikoyi	Needs phone verification	
Executive Pharm. Chemists	Retail	Not listed	B2 Falomo Shopping Centre, Ikoyi	Ikoyi	Needs phone verification	
Hess Pharmacy	Retail	Not listed	130 Awolowo Road, Ikoyi	Ikoyi	Needs phone verification	
Lasucre Pharmacy & Store	Retail	+234 915 323 6728	30 King George Road	Ikoyi	Phone on record	
Medplus Pharmacy- Ikoyi	Retail Chain	+234 915 259 2953	168 Awoniyi Road	Ikoyi	Phone on record	Confirmed
Menbon Pharmacy	Retail	Not listed	37C Raymond Njoku Street, Ikoyi	Ikoyi	Needs phone verification	
Nina-Adonai Pharmacy	Retail	Not listed	Shop 10 Ikeja Way, Dolphin Estate, Ikoyi	Ikoyi	Needs phone verification	
Panvij Biotec Nig. LTD.	Retail	Not listed	15 Biaduo Street, off Keffi Street, S/W Ikoyi	Ikoyi	Needs phone verification	
Pearle Pharmacy	Retail	Not listed	32 Ajeniya Street, off Obalende, Ikoyi	Ikoyi	Needs phone verification	
All Gates Pharmacy	Retail	0803 549 5128	Shop 20/21 Jonwo Plaza, Ilupeju	Ilupeju	Verified	Verified from published directory
Assure Pharmacy	Retail	0803 717 3626	7 Adeshida Street, Ilupeju	Ilupeju	Verified	Verified from published directory
Clarion Medicals Ltd	Retail Pharmacy	0809 014 9999, 0816 644 4393	23 Afolabi Lesi Street, Off Town Planning Way	Ilupeju	Phone on record	
Greenlife Pharmaceuticals Ltd	Distributor / Pharmacy	0704 618 3350, 0704 618 3353	2 Bank Lane, Town Planning	Ilupeju	Phone on record	
Jathom Pharmacy	Retail	0814 124 4164	78 Shyllon Street, Palmgrove, Ilupeju	Ilupeju	Verified	Verified from published directory
Lifestores Pharmacy	Retail Pharmacy	0905 909 1484, 0909 030 7612	46 Coker Road	Ilupeju	Phone on record	
Orange Drugs Limited	Manufacturer / Distributor	0702 799 8947, 0702 799 8993, 0709 814 7939	66/68 Town Planning Way	Ilupeju	Phone on record	
Superdrug Integrated Pharmacy	Retail Pharmacy	0803 077 6767, 0908 026 7284	30 Ilupeju Bypass, Heyden Filling Station	Ilupeju	Phone on record	
Theodor Pharmacy	Retail Pharmacy	0706 663 0119	13 Association Avenue	Ilupeju	Phone on record	
Toogun Pharmacy	Retail	0818 000 1995	21 Esther Oshiyemi Street, Ilupeju	Ilupeju	Verified	Verified from published directory
Abincare Pharmacy	Retail	0818 337 8666	2 Ikola Road, Off Command Road, Ipaja	Ipaja	Verified	Verified from published directory
Ajib Pharmacy	Retail	0803 225 4426	12A Command Road, Command	Ipaja	Verified	Verified from published directory
Bonamour Pharmacy	Retail	0809 512 7000	23 Baruwa Road, Baruwa, Ipaja	Ipaja	Verified	Verified from published directory
De-Omega Healthcare	Retail	0803 596 3349	7 Church Street, Akinogun Bus stop, Shagari Estate, Ipaja	Ipaja	Verified	Verified from published directory
Joekem Pharmacy	Retail	Not listed	234 Ipaja-Ayobo Road, Opebi Bus stop, Ipaja	Ipaja	Needs phone verification	
Joekem Pharmacy (Ipaja)	Retail	0803 447 2707	Church Bus stop, Ipaja Road, Ipaja	Ipaja	Verified	Verified from published directory
Joelad Pharmacy	Retail	Not listed	203 Abule-Egun Bus stop, Ipaja Road, Ipaja	Ipaja	Needs phone verification	
Lanbib Pharmacy	Retail	Not listed	Block 331, Flat 1, Abasan Estate, Ipaja	Ipaja	Needs phone verification	
Mascot Pharmacy	Retail	Not listed	1 Monilari Close, Shagari Estate, Ipaja	Ipaja	Needs phone verification	
Medgreens Pharmacy	Retail	0708 230 0349	1 Command Road, Command, Ipaja	Ipaja	Verified	Verified from published directory
Olive Manex Pharmacy	Retail	0802 220 4312 / 0703 805 4422	1 Kareem Bankole Street, Off Candos Road, Baruwa	Ipaja	Verified	Verified from published directory
Olivemanex Pharmacy	Retail	Not listed	1 Karim Bankole Street, Ipaja	Ipaja	Needs phone verification	
Ufot-MfonSe Pharmacy	Retail	Not listed	142 Ayobo Road, Ipaja	Ipaja	Needs phone verification	
A F Uchenna Pharmacy	Retail	0802 545 0757	6 Aderinto Street, Isolo	Isolo	Verified	Verified from published directory
A.F. Uchenna Pharmacy Ltd	Retail	0802 545 0757	6 Aderinto Street, Isolo	Isolo	Verified	Verified from published directory
Akugbe Pharmacy & Stores Ltd	Retail	Not listed	2 Olufemi Kolawole Street, Okota, Isolo	Isolo	Needs phone verification	
Bandar Pharm. Ltd	Retail	Not listed	1A Coker Road, Ejigbo, Isolo	Isolo	Needs phone verification	
Beyiscon Nig. Ltd	Retail	Not listed	129 Okota Road, Isolo	Isolo	Needs phone verification	
Biggs Pharm. Ltd	Retail	Not listed	9 Lateef Salami Street, Ajao Estate, Isolo	Isolo	Needs phone verification	
CHI Pharmaceuticals	Manufacturer/Distributor	+234 1 452 0629 / 0803 715 0506	14 Chivita Avenue, Ajao Estate, Isolo, Lagos	Isolo	Verified	Verified from published directory
Chriswill Pharmaceutical Co. Ltd	Retail	Not listed	2 Muyili Oshode Street, Ejigbo	Isolo	Needs phone verification	
Chymasen Pharmacy Nig. Ltd	Retail	Not listed	2 Taiwo Street, Okota, Ago Palace Way, Okota	Isolo	Needs phone verification	
De Japhson Pharmacy Ltd	Retail	Not listed	40/42 Ago Palace Way, Okota, Isolo	Isolo	Needs phone verification	
E'Dote Pharmaceutical Nig. Ltd	Retail	Not listed	34 Okeho Street, Ire Akari Estate, Isolo	Isolo	Needs phone verification	
Ezeyisi & Sons Pharmacy Ltd	Retail	Not listed	27B Okota Palace Way, Okota	Isolo	Needs phone verification	
James Adile Pharm. Nig Ltd	Retail	Not listed	304 Mushin Road, Isolo	Isolo	Needs phone verification	
Kings Chemist & Cosmetics	Retail	Not listed	54 Okota Palace Way, Isolo	Isolo	Needs phone verification	
Lanyard Pharmacy & Stores Ltd	Retail	Not listed	63 Palace Way, Okota, Isolo	Isolo	Needs phone verification	
Marvel Pharm. Co. Ltd	Retail	Not listed	61/63 Falana Street, Ejigbo	Isolo	Needs phone verification	
Medmark Limited (Ajao)	Retail	Not listed	29 M.M. Airport Road, Ajao Estate, Isolo	Isolo	Needs phone verification	
Medreich Nig. LTD.	Retail	Not listed	11 Enoma Street, off Ago-Palace Way, Okota	Isolo	Needs phone verification	
Nesco Pharm. Co. LTD.	Retail	Not listed	Shop 3/4 L.C.H.E. Oke-Afa, Isolo	Isolo	Needs phone verification	
Palm Pharmacy	Retail	Not listed	22 Akinbaye Street, Isolo	Isolo	Needs phone verification	
Prime Pharm. LTD.	Retail	Not listed	7 Ire Akari Estate Road, Isolo	Isolo	Needs phone verification	
Prodrug Pharmacy	Retail	0805 612 5213	7B Asa Afariogun Street, Ajao Estate, Off International Airport Road	Isolo	Phone on record	
Shepherd Food & Pharm. Ind. Ltd	Retail	Not listed	2 Dorishamu Close, Okota, Isolo	Isolo	Needs phone verification	
Spring Forth Pharmacy	Retail	0802 306 0747	34 Alhaja Adenekan Street, Oke Afa, Isolo	Isolo	Verified	Verified from published directory
Stella-Charles Pharm & Stores Ltd	Retail	Not listed	45A Okota Road, Isolo	Isolo	Needs phone verification	
Torrent Pharmacy	Retail	0806 025 7252	26 Goloba Street, Isolo	Isolo	Verified	Verified from published directory
Turmeric Pharmacy	Retail	0818 298 9540	41 Ire Akari Estate Road	Isolo	Phone on record	
Welnex Pharmacy	Retail	0703 211 2589	7 Isolo Road, Jakande Estate, Isolo	Isolo	Verified	Verified from published directory
Pill Box Pharmacy	Retail	0803 377 2943	4 Olumo Street, Onike	Iwaya	Phone on record	
Egomore Pharmacy	Retail	Not listed	1 Oyiba Drive, Iba, Iyana Iba	Iyana Iba	Needs phone verification	
St. Jude Pharmacy	Retail	Not listed	81 Ojo-Igbede Road, Iba, Iyana Iba	Iyana Iba	Needs phone verification	
Domec United Pharmacy	Retail	Not listed	Iyana Ipaja Garage, Iyana Ipaja	Iyana Ipaja	Needs phone verification	
Medstar Pharmacy	Retail	0812 216 3556	1A Hussey Road	Jibowu	Phone on record	
Teemcare Pharmacy	Retail	0809 813 7516	34/36 Ikorodu Road	Jibowu	Phone on record	
Amexco Pharmacy	Retail	0813 440 1031	1 Ikosi Road, Ketu	Ketu	Verified	Verified from published directory
Chizzy Pharmacy	Retail	0813 827 7916	18 Ikosi Road, Ketu	Ketu	Verified	Verified from published directory
Divine Chemist (Ketu 2)	Retail	0814 167 4678	16 Adebayo Street, Ketu	Ketu	Verified	Verified from published directory
Divine Chemist (Ketu)	Retail	0816 055 1714	2 Owodunni Street, Ikosi, Ketu	Ketu	Verified	Verified from published directory
Gally Pharmacy	Retail	Not listed	98 Demurin Street, Alapere, Ketu	Ketu	Needs phone verification	
Gocrest Pharmacy	Retail	Not listed	26 Agidi Road, Opposite CAC Church, Iyakan Bus-stop, Alapere, Ketu	Ketu	Needs phone verification	
Goodcare Pharmacy	Retail	0806 080 0062	500 Ikorodu Road, Ketu	Ketu	Verified	Verified from published directory
Herbinco Pharmacy (Ketu)	Retail	0807 407 9805	28 Demurin Street, Ketu	Ketu	Verified	Verified from published directory
Ifex Pharmacy	Retail	0708 488 0430	1 Okunowo Street, Ikosi Ketu	Ketu	Verified	Verified from published directory
Kaften Flash Pharmacy	Retail	Not listed	37 Kazeem Street, Alapere, Ketu	Ketu	Needs phone verification	
Makinga Pharmacy (Ketu)	Retail	0706 124 4076	3 Dele Okuwa Street, Ikosi, Ketu	Ketu	Verified	Verified from published directory
Patvics Pharmacy	Retail	0818 566 6323	603 Ikorodu Road, Mile 12, Ketu	Ketu	Verified	Verified from published directory
Sera Pharmacy	Retail	0803 726 4168 / 0808 624 9926	2A Doyin Omololu Road, Off Demurin Street, Ketu-Alapere	Ketu	Verified	Verified from published directory
St. Peters & Paul's Pharmacy	Retail	0816 606 7735	15 Elejibu Street, Ketu	Ketu	Verified	Verified from published directory
Afonchies Pharmaceuticals Limited	Retail Pharmacy	0705 449 2940	Shop 6, Ganiyi Daudu Street, Abraham Adesanya Estate, Lekki-Epe Expressway	Lagos	Phone on record	
Anne Pharmacy Store	Retail	0805 805 2314	35 Post Office Road, Onipanu	Lagos	Phone on record	
Arowolo Pharmacy	Retail	0802 136 3342, 0802 911 0894	7 Isheri Road, Idimu	Lagos	Phone on record	
Beneze Pharmacy Limited	Retail	0706 703 5990, 0803 715 5854	4 Demurin Street, Ketu	Lagos	Phone on record	
Dana Drugs Limited	Manufacturer	01 773 0054, 0802 776 7777	KM 4 Apapa-Oshodi Expressway, Ijesha	Lagos	Phone on record	
Drugstore.ng (Online)	Online Pharmacy	0907 977 2482	Lagos (Delivery statewide)	Lagos	Verified	Verified from published directory
Enavec Pharmacy	Retail Community Pharmacy	0706 835 7391	26, 4th Avenue, Festac Town	Lagos	Phone on record	
Frank-Chuks Pharmacy Ltd	Retail	0706 921 2733	2A Oseni Street, Iyana-Iba	Lagos	Phone on record	
HealthServe Pharmacy	Retail	No public number on record	4 Ladipo Adeyemi Street, Anthony Village	Lagos	Needs phone verification	
Healthy Child Pharmacy	Retail	0808 035 6154 / 0818 780 9366	462, 5th Avenue, Gowon Estate, Egbeda	Lagos	Verified	Verified - Phone & address updated
Help Pharmacy	Retail	No public number on record	145/147 Ago Palace Way, Okota	Lagos	Needs phone verification	
Herbinco Pharmacy Ltd	Retail	0805 846 1448 / 0807 407 9600	410 Ikorodu Road, Ojota Bus-stop, Ojota	Lagos	Verified	Verified - Phone & address updated
Medplus Pharmacy - Atlantic (Chevron)	Chain Retail	0815 973 9667	No. 6 Chevron Drive, Lekki Peninsula	Lagos	Phone on record	
Medplus Pharmacy - World Bank	Chain Retail	0805 939 7523	Everyday Supermarket, World Bank Road	Lagos	Phone on record	
Panacea Pharmacy	Retail	0802 222 4272, 0809 422 6056	Suite B3 & B4, No. 3 LSDPC/Tinubu Estate Road, Isheri North	Lagos	Phone on record	
Sanlive Pharmacy & Stores Ltd	Retail	0803 247 2565, 0805 888 5913	29 Doyin Omololu Street, Ketu	Lagos	Phone on record	
Alfa Pharmacy	Retail	+234 805 236 3928	187 Massey Bamgbose Street	Lagos Island	Phone on record	
Bimade Pharmacy	Retail	+234 803 344 7205	Tom Jones Street	Lagos Island	Phone on record	
Bola Chemist	Retail	0805 596 1037	51 Chambell Street, Lagos Island	Lagos Island	Verified	Verified from published directory
Conduit Pharmacy	Retail	+234 816 824 0599	48 Bamgbose Street	Lagos Island	Phone on record	
Crown Pharmacy	Retail	+234 803 305 5441	Bamgbose Street	Lagos Island	Phone on record	
Fountain Pharmacy	Retail	+234 803 304 1902	31 Broad Street	Lagos Island	Phone on record	
Frichima Pharmacy	Retail	0803 805 1266	100b Odunfa Street, Adeniji Adele, Obalende	Lagos Island	Verified	Verified from published directory
Good Shepherd Pharmacy	Retail	+234 802 315 1987	88 Broad Street	Lagos Island	Phone on record	
Grace Pharmacy	Retail	+234 803 321 5252	62 Martins Street	Lagos Island	Phone on record	
HealthPlus Pharmacy (Marina)	Chain Retail	+234 707 455 7536	47 Marina Road	Lagos Island	Phone on record	
HealthPlus Pharmacy - Adeniji Adele	Chain Retail	+234 707 455 7535	Adeniji Adele Road	Lagos Island	Phone on record	
HealthPlus Pharmacy - Broad Street	Chain Retail	+234 809 589 8326, +234 915 259 2966	Broad Street	Lagos Island	Phone on record	
Juli Pharmacy Plc	Retail	0802 281 2142	181 Bamgbose Street	Lagos Island	Phone on record	
K-Pharma Ltd	Retail / Wholesale	+234 803 308 1100	18 Bamgbose Street	Lagos Island	Phone on record	
Life Pharmacy	Retail	+234 803 338 4509	Catholic Mission Street	Lagos Island	Phone on record	
Mecure Healthcare Pharmacy	Retail	+234 803 340 6780	15 Campbell Street	Lagos Island	Phone on record	
Medcourt Pharmacy	Retail	+234 706 688 5544	Marina	Lagos Island	Phone on record	
Medplus Pharmacy Warehouse	Warehouse / Distribution	0818 712 2408	2 Savage Lane, Ring Road, Lagos Island	Lagos Island	Verified	Verified - Phone found
Shalom Pharmacy	Retail	+234 803 320 6902	10 Balogun Street	Lagos Island	Phone on record	
Simba Pharmacy	Retail	0803 308 0133	18 Church Street, Idumota, Lagos Island	Lagos Island	Verified	Verified from published directory
The Existential Pharmacist	Retail	+234 704 526 0152	71 Enu Owa Street	Lagos Island	Phone on record	
Union Pharmacy	Retail	+234 802 311 5700	Nnamdi Azikiwe Street	Lagos Island	Phone on record	
Dimik Pharmacy	Retail	0803 323 9083	1 Jubril Martin's Street, Lawanson	Lawanson	Verified	Verified from published directory
Lindabel Medical Centre	Retail	0803 337 7787	2 Bee Adebisi Street, Lawanson	Lawanson	Verified	Verified from published directory
Alpha Pharmacy & Stores Lekki	Retail	+234 906 244 0937	16B Emma Abimbola Cole St	Lekki	Phone on record	Confirmed
Chemart Pharmacy (Lekki)	Retail	0818 414 6486	Renee Supermarket, Freedom Way, Lekki	Lekki	Verified	Verified from published directory
EDGE Pharma Limited	Wholesale (Ethical Medicines)	0806 713 0562	17 James Orugbor Close	Lekki	Phone on record	
Elfimo Pharmacy & Stores	Retail Pharmacy	0810 614 5221, 0812 908 3071, 0812 908 3076	Scapular Plaza, Km 17 Lekki-Epe Expressway	Lekki	Phone on record	
Justrite Pharmacy (Lekki)	Chain Retail	0916 863 3735	36B, Kusenla Road, Ikate, Lekki	Lekki	Verified	Verified - Phone & address updated
Medplus Pharmacy - Circle Mall	Chain Retail	0807 071 9365	Shop 23, Circle Mall, Lekki-Epe Expressway, Jakande	Lekki	Phone on record	
Medplus Pharmacy - The Palms	Chain Retail	01-4700975	Shop 39, The Palms Shopping Mall, Bis Way	Lekki	Phone on record	
Nina's Pharmacy	Retail	No public number on record	Not specified	Lekki	Needs phone verification	
Pharm Xtra Pharmacy	Retail	Not listed	1 Raliat Omolua Street, Bera Estate, Off Chevron Drive, Lekki	Lekki	Needs phone verification	
Tonique Pharmacy Nigeria Ltd	Retail	01 587 2192	Entourage Mall, 12 Adebayo Doherty Road	Lekki	Phone on record	
Medplus Pharmacy - Agungi	Chain Retail	+234 818 300 3665	Shepard's Place, 11 Agungi Ajiran Road	Lekki Peninsula II	Phone on record	
Briscon Pharmacy	Retail	+234 813 527 3535	No. 3 Emeka Nweze Street, Off Admiralty Way	Lekki Phase 1	Phone on record	
Health Plus Pharmacy - Head Office	Chain Retail / Corporate	+234 1 279 3885	18B Anthony Ekukudo Avenue	Lekki Phase 1	Phone on record	
Lifeline Children's Pharmacy	Pediatric Pharmacy	No public number on record	Not specified	Lekki Phase 1	Needs phone verification	
MedPlus Pharmacy - Lidone Store	Chain Retail	+234 818 475 4730	34A Fola Osibo Road	Lekki Phase 1	Phone on record	
Medplus Pharmacy - Beyond Medplus (Admiralty)	Chain Retail	+234 817 103 0932, 0915 259 2985	69 Admiralty Way, beside Zenith Bank	Lekki Phase 1	Phone on record	
Medplus Pharmacy - Freedom Way	Chain Retail	+234 805 402 9530	41 Freedom Way	Lekki Phase 1	Phone on record	
Medplus Pharmacy - Hakeem Dickson	Chain Retail	+234 915 259 2979	Block 113, Plot 1C Hakeem Dickson Link Road	Lekki Phase 1	Phone on record	
Medplus Pharmacy - Oriwu Street	Chain Retail	+234 818 412 1607	5 Oriwu Street	Lekki Phase 1	Phone on record	
Medplus Pharmacy Lekki-Admiralty	Retail Chain	+234 905 549 4173	7 Admiralty Way	Lekki Phase 1	Phone on record	Confirmed
Namz Pharmacy and Stores	Independent Retail	+234 707 215 0806	4B Taiwo Ishola Street	Lekki Phase 1	Phone on record	
Purelife Pharmacy (HQ)	Retail Chain	+234 809 056 4568	15B Admiralty Way	Lekki Phase 1	Phone on record	Confirmed
Widdi Pharmacy	Retail	0818 113 5236	1 Providence Street, Lekki Phase 1	Lekki Phase 1	Verified	Verified from published directory
Korlyns Pharmaceuticals	Distributor	01 895 8644, 0803 301 0249	7 Jaiye Odotun Street	Magodo	Phone on record	
Lydab Pharmacy	Retail	0803 308 4699	Plot 9 Basheer Shittu Avenue, Magodo GRA Phase 2	Magodo	Verified	Verified from published directory
Dear Life Global Chemist & Supermarket	Retail	+234 813 020 7414	Shop 1, Block 8 Cantonment	Maryland	Phone on record	
Edichart Pharmacy	Retail	0802 648 8463	54 Olorunlogbon Street, Anthony Village, Maryland	Maryland	Verified	Verified from published directory
Edichart Pharmacy (Maryland)	Retail	0802 648 8463	54 Olorunlogbon Street, Anthony Village, Maryland	Maryland	Verified	Verified from published directory
El-Marine Pharmacy	Retail	0803 065 3706	Olaside Close, Maryland	Maryland	Verified	Verified from published directory
Ilupeju Pharmacy	Retail Pharmacy	0802 315 8135	299 Olatunji House, Ikorodu Road	Maryland	Phone on record	
Med Link Pharmacy & Stores	Retail	0802 223 1378, 0818 039 4308	4 Sunmola Street, Anthony	Maryland	Phone on record	
MedLink Pharmacy	Retail	No public number on record	5 Aderibigbe Shitta Street	Maryland	Needs phone verification	
Medplus Pharmacy - Maryland Outlet	Chain Retail	+234 818 300 3894	Maryland Mall, 350/360 Ikorodu Road	Maryland	Phone on record	
New Height Pharmacy	Retail	0805 205 3273	3 Olaide Benson Street, Maryland	Maryland	Verified	Verified from directory
New Height Pharmacy (Maryland)	Retail	0805 205 3273	3 Olaide Benson Street, Maryland	Maryland	Verified	Verified from directory
Pharmanews Limited	Healthcare / Pharmaceutical Services	0802 674 8215, 0803 301 5991, 0805 723 5128	8 Akinwunmi Street, Mende	Maryland	Phone on record	
Therapeutics Laboratories Nig. Ltd	Manufacturer	01 791 0769 / 0802 350 1104	372 Ikorodu Road, Maryland, Lagos	Maryland	Verified	Verified from published directory
World Wide Commercial Venture Ltd	Wholesale/Distributor	0805 501 6610	13 Fatai Atere Way, Matori, Lagos	Matori	Verified	Verified from published directory
Caraale Pharmacy Ltd	Retail / Wholesale	+234 702 540 1159, +234 803 881 1286	3A Ajose Street	Mende, Maryland	Phone on record	
Cutting Edge Pharmacy	Retail	+234 907 725 5045	26 Ajose Street	Mende, Maryland	Phone on record	
A N Chiedozie Pharmacy	Retail	0818 161 1691	2b Dada Aga Street, Kosofe Bus stop, Mile 12	Mile 12	Verified	Verified from published directory
Aka God Pharmacy	Retail	Not listed	34 Moshalashi Street, Mushin	Mushin	Needs phone verification	
Amac Ben Pharmacy	Retail	0819 963 3410	6 Alasalatu Street, Mushin	Mushin	Verified	Verified from published directory
Amac Ben Pharmacy (Mushin)	Retail	Not listed	6 Alasalatu Street, Mushin	Mushin	Needs phone verification	
